Group,Genome,K00002,K00003,K00005,K00007,K00008,K00009,K00010,K00013,K00014,K00015,K00016,K00018,K00019,K00020,K00021,K00023,K00024,K00027,K00029,K00030,K00031,K00032,K00033,K00035,K00057,K00065,K00091,K00097,K00128,K00208,K00228,K00231,K00287,K00311,K00320,K00341,K00383,K00392,K00411,K00413,K00432,K00457,K00459,K00477,K00483,K00537,K00558,K00560,K00568,K00571
seawater,seawater_bettina_36327_bin_7,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,0,6.25,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,6.25,0,0
sponge,COS2_bin_22,0,3.125,0,0,6.25,0,6.25,3.125,3.125,3.125,0,0,0,3.125,0,0,3.125,0,3.125,0,3.125,0,3.125,0,0,3.125,3.125,0,6.25,3.125,0,3.125,0,0,9.375,6.25,0,3.125,0,0,0,0,0,3.125,0,0,9.375,0,0,9.375
sponge,RHO3_bin_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,8.333,0,8.333,0,0,0,0,0,0,8.333,0,0,0,0,8.333,8.333,0,8.333,8.333,0,0,0,0,0,0,0,0,0,8.333,8.333,0,16.667
sponge,APA_bin_90,0,2.439,2.439,0,4.878,0,0,2.439,2.439,4.878,0,0,0,4.878,2.439,2.439,2.439,0,0,0,2.439,0,2.439,0,2.439,2.439,4.878,2.439,0,2.439,0,2.439,0,0,14.634,4.878,2.439,0,0,0,0,0,0,0,14.634,2.439,2.439,0,0,4.878
sponge,CAR1_bin_11,0,3.571,0,0,0,0,0,3.571,3.571,0,0,0,0,10.714,0,7.143,3.571,0,3.571,0,3.571,0,3.571,0,3.571,0,0,7.143,3.571,3.571,3.571,0,3.571,3.571,0,3.571,3.571,0,3.571,3.571,0,0,0,3.571,0,0,0,3.571,3.571,3.571
sponge,COS1_bin_10,0,3.704,0,0,3.704,0,3.704,3.704,3.704,7.407,0,0,0,0,0,0,3.704,0,3.704,0,3.704,0,3.704,0,0,3.704,3.704,0,0,3.704,0,3.704,0,0,18.519,7.407,0,3.704,0,0,0,0,0,0,0,0,3.704,0,0,11.111
sponge,APA_bin_53,0,2.857,0,0,0,0,2.857,2.857,2.857,0,0,0,0,8.571,0,0,2.857,2.857,0,0,2.857,0,0,0,2.857,0,0,0,2.857,2.857,0,2.857,0,0,5.714,5.714,0,0,0,0,2.857,0,0,2.857,0,2.857,17.143,0,0,22.857
sponge,COS1_bin_4,0,3.571,0,0,0,0,0,3.571,3.571,3.571,0,3.571,0,10.714,0,0,3.571,0,0,0,3.571,0,3.571,0,3.571,3.571,10.714,0,3.571,3.571,0,0,0,3.571,3.571,3.571,0,0,0,0,0,0,0,0,14.286,3.571,0,0,0,7.143
sponge,IRC4_bin_22,0,3.846,0,0,0,0,0,3.846,3.846,11.538,0,0,0,11.538,0,0,3.846,0,0,3.846,0,0,3.846,0,3.846,7.692,0,0,0,3.846,0,0,0,0,7.692,7.692,0,0,0,0,0,0,0,0,0,0,3.846,0,0,19.231
sponge,RHO2_bin_53,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,6.25,0,6.25,6.25,6.25,0,0,0,6.25,0,6.25,6.25,12.5,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,18.75
sponge,IRC_PAM_SB0665_bin_27,0,3.448,0,0,0,0,0,3.448,3.448,0,0,0,0,3.448,0,0,3.448,0,0,3.448,3.448,0,0,0,3.448,0,0,0,0,0,3.448,0,3.448,3.448,3.448,3.448,3.448,0,3.448,3.448,3.448,3.448,0,3.448,6.897,3.448,10.345,3.448,3.448,6.897
seawater,seawater_seasim_SB9152_S1_bin_3,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,9.091,0,18.182,0,0,0,9.091,0,0,0,0,9.091,0,0,0,0,0,9.091,0,0,9.091,9.091,0,0,0,0,0,9.091,0,0,0,0
sponge,COS36386_bin_31,0,3.226,0,0,6.452,0,6.452,3.226,3.226,9.677,0,0,0,0,0,0,3.226,0,3.226,0,3.226,0,3.226,0,0,3.226,3.226,3.226,6.452,3.226,0,3.226,0,0,6.452,6.452,0,3.226,0,0,0,0,0,3.226,0,0,0,0,0,12.903
sponge,RHO1_bin_7,0,0,5.0,0,10.0,0,10.0,5.0,5.0,5.0,0,5.0,0,0,0,0,5.0,0,0,5.0,0,0,5.0,0,5.0,0,0,0,0,5.0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,5.0,0,0,5.0,0,0,15.0
sponge,COS36386_bin_19,0,10.0,0,0,10.0,0,0,10.0,10.0,0,0,0,0,10.0,0,0,10.0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,10.0
sponge,COS4_bin_15,0,4.0,0,0,0,0,0,4.0,4.0,0,0,0,0,4.0,0,0,4.0,0,0,4.0,4.0,0,0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,4.0,0,4.0,4.0,0,4.0,0,4.0,4.0,0,4.0,0,4.0,4.0,4.0,4.0,8.0
sponge,COS4_bin_29,0,2.5,2.5,0,2.5,0,2.5,2.5,2.5,0,0,0,0,2.5,0,0,2.5,0,0,0,2.5,0,0,0,2.5,0,0,0,7.5,0,2.5,0,2.5,2.5,5.0,2.5,2.5,0,2.5,2.5,0,2.5,0,0,0,2.5,27.5,2.5,2.5,7.5
sponge,IRC1_bin_27,0,3.03,0,0,6.061,0,3.03,3.03,6.061,6.061,0,6.061,0,3.03,0,0,3.03,0,0,0,3.03,0,3.03,0,0,6.061,6.061,0,0,0,3.03,0,3.03,0,0,0,0,3.03,0,0,3.03,0,0,21.212,0,3.03,0,3.03,0,3.03
sponge,IRC_PAM_SB0666_bin_15,0,12.5,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
sponge,RHO1_bin_49,0,0,0,0,0,0,0,16.667,8.333,8.333,0,0,0,0,0,0,8.333,0,8.333,0,8.333,0,0,0,8.333,0,0,0,0,8.333,0,8.333,0,0,0,8.333,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0
sponge,CAR4_bin_14,0,1.786,0,0,5.357,0,1.786,1.786,1.786,1.786,0,0,0,1.786,0,0,1.786,0,1.786,0,1.786,0,1.786,0,0,1.786,1.786,0,3.571,1.786,0,1.786,0,0,3.571,3.571,0,1.786,0,0,0,0,0,0,0,0,3.571,0,0,53.571
sponge,RHO1_bin_60,0,3.448,0,0,0,0,3.448,3.448,3.448,3.448,0,0,0,6.897,0,6.897,3.448,0,3.448,0,3.448,0,0,0,3.448,3.448,6.897,0,0,3.448,3.448,0,0,3.448,3.448,3.448,3.448,0,3.448,3.448,0,0,0,0,6.897,3.448,0,0,3.448,3.448
sponge,CAR4_bin_15,0,2.564,0,0,0,0,0,2.564,2.564,2.564,0,2.564,0,5.128,0,5.128,2.564,0,2.564,0,2.564,0,0,0,2.564,0,0,2.564,2.564,2.564,2.564,0,2.564,2.564,0,2.564,2.564,0,2.564,2.564,0,0,2.564,2.564,2.564,0,15.385,2.564,2.564,12.821
sponge,RHO1_bin_48,0,3.125,0,0,0,0,0,3.125,3.125,9.375,0,0,6.25,9.375,0,6.25,3.125,0,6.25,0,3.125,0,0,0,0,0,0,0,3.125,3.125,3.125,0,0,3.125,0,3.125,3.125,0,3.125,3.125,0,0,3.125,0,3.125,3.125,3.125,0,3.125,6.25
sponge,IRC1_bin_26,0,2.857,0,0,0,0,0,5.714,2.857,0,0,0,0,8.571,0,2.857,5.714,0,0,0,2.857,0,0,0,2.857,11.429,0,0,5.714,2.857,0,2.857,0,0,20.0,5.714,0,0,0,0,0,0,0,0,2.857,2.857,5.714,0,0,5.714
sponge,IRC_PAM_SB0677_bin_16,0,10.0,0,0,10.0,0,0,10.0,10.0,0,0,0,0,0,0,0,10.0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,10.0,0,0,0,0,0,0,0,0,10.0,0,0,10.0
sponge,COS4_bin_28,0,0,0,0,0,0,0,3.226,3.226,3.226,0,0,0,9.677,0,3.226,3.226,0,6.452,0,0,0,0,0,3.226,0,3.226,3.226,9.677,3.226,3.226,0,0,0,0,3.226,3.226,0,3.226,3.226,0,3.226,6.452,0,6.452,3.226,3.226,0,3.226,3.226
sponge,GCF_900143635,0,2.439,0,0,0,0,4.878,2.439,4.878,2.439,0,0,2.439,7.317,0,2.439,2.439,0,4.878,0,2.439,0,0,0,2.439,2.439,0,2.439,17.073,2.439,2.439,0,2.439,2.439,0,2.439,2.439,0,7.317,2.439,0,2.439,0,0,0,2.439,2.439,2.439,2.439,0
sponge,COS4_bin_14,0,3.846,0,0,0,0,3.846,3.846,3.846,0,0,0,0,7.692,0,0,3.846,0,0,0,3.846,0,0,0,3.846,3.846,0,0,11.538,3.846,0,7.692,0,0,7.692,7.692,0,0,0,0,0,0,0,3.846,0,3.846,7.692,0,0,7.692
sponge,COS36386_bin_18,0,2.632,0,0,0,0,2.632,2.632,2.632,2.632,0,0,0,2.632,0,0,2.632,0,2.632,0,2.632,0,2.632,0,0,0,2.632,0,2.632,2.632,0,0,0,0,13.158,5.263,0,0,0,0,0,0,0,0,0,0,5.263,0,0,42.105
sponge,RHO1_bin_6,0,2.5,0,0,0,0,12.5,2.5,7.5,2.5,0,0,2.5,7.5,0,2.5,2.5,0,5.0,0,2.5,0,2.5,0,2.5,2.5,0,2.5,2.5,5.0,2.5,0,0,2.5,0,2.5,2.5,0,2.5,2.5,0,0,0,0,5.0,0,10.0,0,2.5,0
seawater,seawater_seasim_SB9152_S1_bin_2,0,3.846,0,0,0,0,0,3.846,3.846,0,0,0,0,3.846,0,0,3.846,3.846,3.846,3.846,3.846,0,0,0,3.846,0,0,3.846,15.385,3.846,0,0,3.846,0,3.846,0,3.846,0,0,0,3.846,3.846,3.846,0,3.846,7.692,0,0,0,3.846
seawater,seawater_bettina_36309_bin_17,0,3.704,0,0,0,0,3.704,0,3.704,3.704,0,3.704,3.704,11.111,0,0,3.704,0,3.704,0,3.704,0,0,0,3.704,3.704,0,3.704,3.704,7.407,3.704,0,3.704,3.704,0,0,3.704,0,0,3.704,3.704,0,0,0,0,3.704,0,3.704,3.704,0
sponge,GCA_001541925,0,9.091,0,0,9.091,0,0,9.091,9.091,9.091,0,0,0,0,0,0,18.182,0,0,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,9.091,0,0,0,0,0,0,0,0,0,0,0,9.091
sponge,RHO2_bin_52,0,0,0,0,0,0,0,5.882,5.882,0,0,0,0,0,0,0,5.882,0,5.882,5.882,5.882,0,0,0,5.882,0,0,5.882,17.647,0,0,0,0,5.882,0,5.882,0,0,0,0,0,0,5.882,0,0,0,5.882,0,0,11.765
sponge,IRC4_bin_23,0,3.846,0,0,0,0,0,3.846,3.846,0,0,0,0,3.846,0,0,3.846,0,0,3.846,3.846,0,0,0,3.846,0,3.846,0,0,0,3.846,0,3.846,3.846,3.846,3.846,3.846,0,3.846,3.846,3.846,3.846,0,3.846,3.846,3.846,7.692,3.846,3.846,0
sponge,IRC_PAM_SB0668_bin_19,0,4.545,0,0,0,0,4.545,4.545,4.545,4.545,0,4.545,0,4.545,0,0,4.545,0,4.545,0,4.545,0,4.545,0,0,9.091,0,0,4.545,4.545,0,0,0,0,9.091,9.091,0,0,0,0,0,0,0,0,0,0,4.545,0,0,9.091
sponge,COS1_bin_5,0,2.632,0,0,0,0,0,2.632,2.632,2.632,0,0,0,2.632,0,0,5.263,0,0,0,2.632,0,0,0,2.632,13.158,0,0,2.632,2.632,0,2.632,0,0,18.421,5.263,0,0,0,0,0,0,0,0,2.632,2.632,13.158,0,0,13.158
sponge,IRC4_bin_37,0,3.03,0,0,0,0,3.03,3.03,3.03,0,3.03,0,0,9.091,0,3.03,3.03,0,0,0,3.03,0,0,0,3.03,12.121,0,0,9.091,3.03,0,3.03,0,0,18.182,6.061,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,6.061
sponge,APA_bin_52,0,0,0,0,8.824,0,2.941,2.941,2.941,8.824,0,0,5.882,2.941,0,0,2.941,0,2.941,0,2.941,0,2.941,0,0,0,0,2.941,0,2.941,0,0,0,0,0,5.882,0,2.941,0,0,0,0,0,2.941,0,0,20.588,0,0,14.706
sponge,COS1_bin_11,0,10.0,0,0,10.0,0,0,10.0,10.0,0,0,0,0,10.0,0,0,10.0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,10.0
sponge,CAR1_bin_10,0,3.448,0,0,0,0,0,3.448,3.448,0,0,0,0,0,0,0,3.448,3.448,0,0,3.448,0,0,0,3.448,0,0,3.448,3.448,3.448,3.448,0,3.448,3.448,0,3.448,3.448,0,3.448,0,0,0,6.897,0,0,0,10.345,3.448,3.448,20.69
sponge,COS36404_bin_6,0,3.571,0,0,0,0,0,3.571,3.571,3.571,0,0,0,7.143,0,7.143,3.571,0,3.571,0,3.571,0,0,0,3.571,0,7.143,0,0,3.571,3.571,0,0,3.571,0,3.571,3.571,0,3.571,3.571,0,0,3.571,0,3.571,3.571,0,0,7.143,7.143
sponge,APA_bin_91,0,4.651,0,0,13.953,0,18.605,2.326,4.651,6.977,0,0,0,18.605,0,0,2.326,0,0,0,2.326,0,0,0,2.326,2.326,0,0,2.326,0,0,2.326,0,0,6.977,4.651,0,0,0,0,0,0,2.326,0,0,0,2.326,0,0,0
sponge,COS36387_bin_4,0,4.348,0,0,8.696,0,0,4.348,0,4.348,4.348,0,0,4.348,0,0,4.348,0,0,0,4.348,0,4.348,0,0,0,0,0,13.043,8.696,0,4.348,4.348,0,0,0,0,4.348,0,0,4.348,0,0,0,0,0,4.348,4.348,4.348,4.348
sponge,APA_bin_85,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,6.25,0,6.25,6.25,6.25,0,0,0,6.25,0,0,6.25,12.5,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,12.5
seawater,seawater_42615_bin_2,0,0,0,0,0,0,0,3.226,3.226,3.226,0,0,3.226,6.452,0,3.226,6.452,0,3.226,0,3.226,0,0,0,3.226,3.226,0,3.226,0,3.226,3.226,0,3.226,3.226,0,6.452,3.226,0,3.226,3.226,3.226,3.226,6.452,0,0,3.226,3.226,3.226,3.226,0
sponge,CAR2_bin_22,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,3.846,3.846,0,0,3.846,0,0,0,3.846,0,0,3.846,3.846,3.846,3.846,0,3.846,3.846,0,3.846,3.846,0,3.846,0,0,0,3.846,0,0,0,11.538,0,3.846,26.923
sponge,COS36388_bin_15,0,4.545,0,0,9.091,0,4.545,4.545,0,4.545,4.545,0,0,4.545,0,0,4.545,0,0,0,4.545,0,4.545,0,0,0,0,0,4.545,9.091,0,4.545,4.545,0,0,0,0,4.545,0,0,4.545,0,0,0,0,0,4.545,4.545,4.545,4.545
sponge,COS2_bin_23,0,13.333,0,0,0,0,0,6.667,0,0,0,0,0,0,0,0,13.333,6.667,0,0,6.667,0,0,0,6.667,0,0,0,0,6.667,0,6.667,0,6.667,0,6.667,0,6.667,0,0,0,6.667,0,0,0,0,0,0,6.667,0
sponge,RHO3_bin_16,0,0,0,0,7.407,0,7.407,3.704,0,3.704,0,3.704,3.704,7.407,0,0,3.704,0,0,0,3.704,0,7.407,0,0,0,0,0,0,3.704,0,3.704,0,3.704,0,7.407,0,3.704,0,0,3.704,0,0,3.704,0,0,11.111,3.704,0,3.704
seawater,seawater_bettina_36327_bin_6,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,0,0,6.25,0,0,6.25,12.5,6.25,6.25,0,6.25,0,0,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,6.25,0,0
sponge,RHO3_bin_28,0,5.263,0,0,5.263,0,5.263,5.263,5.263,0,0,5.263,0,0,0,0,5.263,0,0,0,5.263,0,5.263,0,0,5.263,5.263,5.263,0,0,0,0,0,0,0,5.263,0,0,0,0,0,0,0,0,0,0,21.053,0,0,10.526
sponge,RHO3_bin_14,0,4.545,0,0,0,0,0,4.545,4.545,0,0,0,0,0,0,0,4.545,0,0,0,4.545,0,0,0,4.545,0,0,4.545,4.545,4.545,4.545,0,4.545,0,0,4.545,0,0,4.545,4.545,0,0,0,0,0,4.545,9.091,4.545,4.545,13.636
sponge,COS36388_bin_17,0,3.03,0,0,6.061,0,6.061,3.03,3.03,3.03,0,0,0,0,0,0,3.03,0,3.03,0,3.03,3.03,3.03,0,0,6.061,3.03,3.03,6.061,3.03,0,3.03,0,0,9.091,6.061,0,3.03,0,0,0,0,0,0,0,0,0,0,0,18.182
seawater,seawater_bettina_36327_bin_4,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,0,6.25,12.5,6.25,6.25,0,6.25,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,6.25,0,0
seawater,seawater_42618_bin_29,0,5.263,0,0,2.632,0,2.632,5.263,5.263,2.632,0,0,0,10.526,0,0,2.632,0,5.263,0,5.263,0,0,0,5.263,0,0,0,0,7.895,2.632,0,2.632,2.632,0,5.263,2.632,0,2.632,2.632,2.632,2.632,5.263,0,0,0,0,2.632,2.632,2.632
sponge,CAR2_bin_20,0,0,0,0,7.143,0,0,0,7.143,0,0,0,0,7.143,0,0,7.143,0,0,7.143,0,0,0,0,0,0,7.143,0,0,0,0,7.143,0,0,0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,35.714
sponge,COS36387_bin_6,0,0,0,0,11.111,0,0,3.704,3.704,3.704,0,0,0,3.704,3.704,0,3.704,0,0,7.407,3.704,0,0,0,3.704,0,7.407,0,7.407,3.704,3.704,3.704,3.704,0,0,0,3.704,3.704,0,0,0,3.704,0,0,0,0,7.407,3.704,0,0
sponge,APA_bin_93,0,3.448,0,0,0,0,0,3.448,3.448,0,0,0,0,0,0,3.448,3.448,0,3.448,0,3.448,0,0,0,3.448,0,3.448,3.448,0,3.448,3.448,0,3.448,3.448,10.345,3.448,3.448,0,3.448,3.448,0,3.448,0,0,6.897,3.448,3.448,3.448,3.448,3.448
sponge,APA_bin_87,0,2.703,0,0,0,0,0,2.703,2.703,2.703,0,0,0,5.405,0,2.703,2.703,0,5.405,0,2.703,0,0,0,2.703,0,2.703,5.405,10.811,5.405,2.703,0,0,2.703,0,2.703,2.703,0,2.703,2.703,0,2.703,5.405,0,5.405,2.703,5.405,0,2.703,2.703
sponge,GCF_900143555,0,2.041,0,0,2.041,0,6.122,4.082,2.041,2.041,0,0,2.041,10.204,0,2.041,2.041,0,4.082,0,4.082,0,2.041,2.041,2.041,2.041,0,4.082,14.286,6.122,2.041,0,2.041,2.041,0,2.041,2.041,0,2.041,0,0,4.082,2.041,0,0,2.041,0,2.041,2.041,0
sponge,CAR1_bin_12,0,2.273,0,0,4.545,0,0,2.273,2.273,2.273,0,0,2.273,4.545,0,2.273,2.273,0,2.273,0,2.273,0,0,0,2.273,0,0,2.273,4.545,4.545,2.273,0,0,2.273,0,2.273,2.273,0,2.273,2.273,0,0,0,0,0,0,13.636,0,2.273,27.273
sponge,IRC_PAM_SB0668_bin_27,0,0,0,0,0,0,0,6.667,6.667,0,0,0,0,13.333,0,0,6.667,6.667,0,6.667,0,0,0,0,6.667,0,0,0,0,6.667,0,6.667,0,0,13.333,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sponge,COS1_bin_13,0,0,0,0,5.0,0,0,0,5.0,0,0,0,0,5.0,5.0,0,5.0,0,0,10.0,5.0,0,0,0,5.0,0,5.0,0,10.0,5.0,5.0,5.0,5.0,0,0,0,5.0,5.0,0,0,0,5.0,0,0,0,0,0,5.0,0,0
sponge,IRC_PAM_SB0672_bin_11,0,6.25,0,0,0,0,0,6.25,0,12.5,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,0,0,0,0,6.25,0,12.5,6.25,0,0,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25
sponge,IRC4_bin_21,0,5.263,0,0,0,0,0,5.263,5.263,5.263,0,0,5.263,5.263,0,0,5.263,0,0,0,0,0,0,0,5.263,5.263,0,0,0,5.263,0,0,0,0,10.526,10.526,0,0,0,0,0,0,0,0,0,0,15.789,0,0,10.526
sponge,IRC4_bin_35,0,2.5,0,0,0,0,2.5,2.5,2.5,0,0,0,0,7.5,0,2.5,2.5,2.5,0,0,2.5,0,0,0,2.5,0,2.5,0,2.5,2.5,0,2.5,0,0,42.5,2.5,0,0,0,0,0,0,0,2.5,2.5,2.5,5.0,0,0,2.5
seawater,seawater_42618_bin_3,0,3.846,0,0,0,0,0,3.846,3.846,0,0,0,0,7.692,0,0,3.846,0,0,7.692,3.846,0,0,0,3.846,0,0,3.846,3.846,0,3.846,0,3.846,3.846,0,0,3.846,0,3.846,3.846,3.846,0,7.692,7.692,0,3.846,0,3.846,3.846,0
sponge,COS1_bin_7,0,5.882,0,0,0,0,0,5.882,5.882,0,0,0,0,5.882,0,0,5.882,0,0,0,5.882,0,5.882,0,5.882,0,5.882,0,0,0,0,5.882,0,0,0,17.647,0,5.882,0,0,5.882,0,0,0,0,0,0,0,0,11.765
sponge,RHO2_bin_50,0,0,0,0,0,0,0,5.556,5.556,5.556,0,0,0,5.556,0,0,5.556,0,5.556,5.556,5.556,0,0,0,5.556,0,0,5.556,11.111,5.556,0,5.556,0,5.556,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111
sponge,COS4_bin_8,0,3.03,0,0,3.03,0,3.03,3.03,3.03,6.061,0,0,0,0,0,0,3.03,0,3.03,0,3.03,0,3.03,0,0,0,3.03,0,0,3.03,0,3.03,0,0,15.152,6.061,0,3.03,0,0,0,0,0,0,0,0,3.03,0,0,30.303
sponge,RHO1_bin_4,0,3.333,0,0,3.333,0,3.333,3.333,3.333,3.333,0,0,0,6.667,0,0,3.333,3.333,0,0,3.333,0,3.333,0,3.333,10.0,3.333,0,0,3.333,0,0,0,0,6.667,6.667,0,0,0,0,0,0,3.333,0,16.667,3.333,0,0,0,3.333
sponge,COS36386_bin_32,0,2.778,0,0,5.556,0,8.333,2.778,2.778,2.778,0,0,0,2.778,0,0,2.778,0,2.778,0,2.778,0,2.778,0,0,2.778,2.778,0,5.556,2.778,0,2.778,0,0,8.333,5.556,0,2.778,0,0,0,0,0,0,0,0,2.778,0,0,25.0
sponge,IRC_PAM_SB0665_bin_24,0,4.762,0,0,0,0,4.762,4.762,4.762,4.762,0,4.762,0,4.762,0,0,4.762,0,4.762,0,4.762,0,4.762,0,0,9.524,0,0,4.762,4.762,0,0,0,0,9.524,9.524,0,0,0,0,0,0,0,0,0,0,4.762,0,0,4.762
sponge,IRC_PAM_SB0666_bin_1,0,3.226,0,0,3.226,0,0,3.226,3.226,6.452,0,0,0,6.452,0,0,3.226,0,0,0,3.226,0,3.226,0,3.226,12.903,3.226,0,0,3.226,0,0,0,0,3.226,6.452,0,0,0,0,0,0,3.226,0,9.677,0,3.226,0,0,16.129
sponge,GCF_900149695,0,2.778,0,0,2.778,0,0,2.778,5.556,5.556,0,2.778,2.778,8.333,0,2.778,2.778,0,2.778,0,2.778,0,2.778,0,2.778,2.778,0,2.778,2.778,5.556,2.778,0,2.778,2.778,0,2.778,2.778,0,2.778,0,2.778,0,2.778,0,2.778,2.778,0,2.778,5.556,0
sponge,IRC1_bin_18,0,7.692,0,0,7.692,0,7.692,7.692,7.692,0,0,7.692,0,0,0,0,7.692,0,0,0,7.692,0,7.692,0,0,7.692,7.692,7.692,0,0,0,0,0,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sponge,COS4_bin_16,0,4.545,0,0,0,0,0,4.545,4.545,0,0,0,0,0,0,0,4.545,0,0,0,4.545,0,0,0,4.545,0,0,4.545,4.545,4.545,4.545,0,4.545,0,0,4.545,0,0,4.545,4.545,0,0,0,0,0,4.545,4.545,4.545,4.545,18.182
sponge,IRC_PAM_SB0677_bin_14,0,4.762,0,0,0,0,4.762,4.762,9.524,0,0,0,0,9.524,0,0,4.762,0,0,4.762,4.762,0,0,0,0,0,0,0,0,4.762,0,4.762,0,0,9.524,4.762,0,0,0,0,0,0,0,0,9.524,4.762,9.524,0,0,4.762
sponge,IRC1_bin_30,0,0,0,0,9.091,0,3.03,3.03,3.03,9.091,0,0,6.061,3.03,0,0,3.03,0,3.03,0,3.03,0,3.03,0,0,0,3.03,3.03,0,3.03,0,0,0,0,0,6.061,0,3.03,0,0,0,0,0,9.091,0,0,12.121,0,0,12.121
sponge,GCF_900141785,0,0,0,0,0,0,0,4.348,4.348,0,0,0,0,0,0,0,4.348,0,4.348,0,8.696,0,4.348,0,4.348,0,8.696,4.348,13.043,4.348,4.348,0,4.348,0,0,0,0,4.348,0,0,0,4.348,4.348,0,0,4.348,4.348,4.348,0,0
sponge,IRC_PAM_SB0665_bin_9,0,6.667,0,0,0,0,0,6.667,0,0,0,0,0,0,0,6.667,13.333,0,0,0,6.667,0,0,0,6.667,0,0,0,0,6.667,0,6.667,0,6.667,0,6.667,0,6.667,0,0,0,0,0,0,0,0,0,0,6.667,13.333
seawater,seawater_42615_bin_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,9.091,0,9.091,0,0,0,9.091,0,0,9.091,9.091,9.091,0,0,9.091,0,0,0,0,0,0,0,9.091,0,9.091,0,0,0,0,9.091,0,0
sponge,RHO1_bin_62,0,2.222,0,0,13.333,0,2.222,2.222,2.222,2.222,0,2.222,0,4.444,0,0,4.444,0,0,0,2.222,0,2.222,0,0,4.444,0,0,0,0,0,2.222,2.222,0,0,4.444,0,2.222,0,0,0,0,0,4.444,0,0,6.667,2.222,2.222,28.889
sponge,CAR4_bin_16,0,2.439,0,0,4.878,0,0,2.439,2.439,2.439,0,0,2.439,4.878,0,2.439,2.439,0,2.439,0,2.439,0,0,0,2.439,0,0,2.439,4.878,4.878,2.439,0,0,2.439,0,2.439,2.439,0,2.439,2.439,0,0,0,0,0,0,17.073,0,2.439,19.512
sponge,IRC_PAM_SB0665_bin_8,0,0,0,0,13.636,0,0,4.545,4.545,13.636,0,4.545,0,4.545,0,0,4.545,0,0,0,4.545,0,4.545,0,0,13.636,0,0,4.545,0,0,4.545,0,0,0,4.545,0,0,0,0,0,0,0,9.091,0,0,4.545,0,0,0
sponge,IRC1_bin_31,0,5.882,0,0,0,0,0,5.882,5.882,5.882,0,0,5.882,5.882,0,0,5.882,0,0,0,0,0,0,0,5.882,11.765,0,0,0,5.882,0,0,0,0,11.765,11.765,0,0,0,0,0,0,0,0,0,0,0,0,0,11.765
sponge,IRC_PAM_SB0677_bin_15,0,4.167,0,0,0,0,0,4.167,4.167,0,0,0,0,4.167,0,0,4.167,4.167,0,0,4.167,0,4.167,0,4.167,0,4.167,0,0,0,0,4.167,0,0,0,16.667,0,4.167,0,0,4.167,0,0,0,0,0,8.333,0,0,20.833
sponge,IRC_PAM_SB0666_bin_17,0,5.556,0,0,5.556,0,0,5.556,5.556,0,0,0,0,5.556,0,0,5.556,0,5.556,5.556,5.556,0,0,0,0,0,5.556,0,5.556,0,0,5.556,0,0,0,5.556,0,5.556,0,0,0,0,0,0,0,0,11.111,0,0,11.111
